"","Parameter","Specie","Treatment","Plante","Time","Value"
"522","pdmax","Epinard","Feuilles",8,"T2",0.8
"523","pdmin","Epinard","Feuilles",8,"T2",0
"524","RDM","Epinard","Feuilles",8,"T2",0.151
"525","CVDD","Epinard","Feuilles",8,"T2",0.15
"526","TMD","Epinard","Feuilles",8,"T2",211.812435374247
"527","GDs","Epinard","Feuilles",8,"T2",400
"528","SGC","Epinard","Feuilles",8,"T2",0.9
"529","LDC","Epinard","Feuilles",8,"T2",5000
"530","erSem","Epinard","Feuilles",9,"T2",0.12752
"531","dSem","Epinard","Feuilles",9,"T2",1
"532","maxSem","Epinard","Feuilles",9,"T2",1
"533","ageAdv","Epinard","Feuilles",9,"T2",0
"534","distAdv","Epinard","Feuilles",9,"T2",0
"535","erAdv","Epinard","Feuilles",9,"T2",0
"536","dAdv","Epinard","Feuilles",9,"T2",0
"537","maxAdv","Epinard","Feuilles",9,"T2",0
"538","dmin","Epinard","Feuilles",9,"T2",0.18519437
"539","dmax","Epinard","Feuilles",9,"T2",0.39010696
"540","EL","Epinard","Feuilles",9,"T2",19.6
"541","TrT","Epinard","Feuilles",9,"T2",1
"542","Trint","Epinard","Feuilles",9,"T2",0.03
"543","PDT","Epinard","Feuilles",9,"T2",6.015
"544","IPD","Epinard","Feuilles",9,"T2",8.05179420191885
"545","pdmax","Epinard","Feuilles",9,"T2",0.8
"546","pdmin","Epinard","Feuilles",9,"T2",0
"547","RDM","Epinard","Feuilles",9,"T2",0.151
"548","CVDD","Epinard","Feuilles",9,"T2",0.15
"549","TMD","Epinard","Feuilles",9,"T2",76.8933663029558
"550","GDs","Epinard","Feuilles",9,"T2",400
"551","SGC","Epinard","Feuilles",9,"T2",0.9
"552","LDC","Epinard","Feuilles",9,"T2",5000
"553","erSem","Epinard","Feuilles",10,"T2",0.12752
"554","dSem","Epinard","Feuilles",10,"T2",1
"555","maxSem","Epinard","Feuilles",10,"T2",1
"556","ageAdv","Epinard","Feuilles",10,"T2",0
"557","distAdv","Epinard","Feuilles",10,"T2",0
"558","erAdv","Epinard","Feuilles",10,"T2",0
"559","dAdv","Epinard","Feuilles",10,"T2",0
"560","maxAdv","Epinard","Feuilles",10,"T2",0
"561","dmin","Epinard","Feuilles",10,"T2",0.210436791
"562","dmax","Epinard","Feuilles",10,"T2",0.463425864
"563","EL","Epinard","Feuilles",10,"T2",19.6
"564","TrT","Epinard","Feuilles",10,"T2",1
"565","Trint","Epinard","Feuilles",10,"T2",0.03
"566","PDT","Epinard","Feuilles",10,"T2",6.015
"567","IPD","Epinard","Feuilles",10,"T2",5.41946321119105
"568","pdmax","Epinard","Feuilles",10,"T2",0.8
"569","pdmin","Epinard","Feuilles",10,"T2",0
"570","RDM","Epinard","Feuilles",10,"T2",0.151
"571","CVDD","Epinard","Feuilles",10,"T2",0.15
"572","TMD","Epinard","Feuilles",10,"T2",146.678103847938
"573","GDs","Epinard","Feuilles",10,"T2",400
"574","SGC","Epinard","Feuilles",10,"T2",0.9
"575","LDC","Epinard","Feuilles",10,"T2",5000
"576","erSem","Epinard","Feuilles",11,"T3",0.12752
"577","dSem","Epinard","Feuilles",11,"T3",1
"578","maxSem","Epinard","Feuilles",11,"T3",1
"579","ageAdv","Epinard","Feuilles",11,"T3",0
"580","distAdv","Epinard","Feuilles",11,"T3",0
"581","erAdv","Epinard","Feuilles",11,"T3",0
"582","dAdv","Epinard","Feuilles",11,"T3",0
"583","maxAdv","Epinard","Feuilles",11,"T3",0
"584","dmin","Epinard","Feuilles",11,"T3",0.294075063
"585","dmax","Epinard","Feuilles",11,"T3",0.724054416
"586","EL","Epinard","Feuilles",11,"T3",19.6
"587","TrT","Epinard","Feuilles",11,"T3",1
"588","Trint","Epinard","Feuilles",11,"T3",0.03
"589","PDT","Epinard","Feuilles",11,"T3",6.015
"590","IPD","Epinard","Feuilles",11,"T3",7.91611077621953
"591","pdmax","Epinard","Feuilles",11,"T3",0.8
"592","pdmin","Epinard","Feuilles",11,"T3",0
"593","RDM","Epinard","Feuilles",11,"T3",0.151
"594","CVDD","Epinard","Feuilles",11,"T3",0.15
"595","TMD","Epinard","Feuilles",11,"T3",212.995792734546
"596","GDs","Epinard","Feuilles",11,"T3",400
"597","SGC","Epinard","Feuilles",11,"T3",0.9
"598","LDC","Epinard","Feuilles",11,"T3",5000
"599","erSem","Epinard","Feuilles",12,"T3",0.12752
"600","dSem","Epinard","Feuilles",12,"T3",1
"601","maxSem","Epinard","Feuilles",12,"T3",1
"602","ageAdv","Epinard","Feuilles",12,"T3",0
"603","distAdv","Epinard","Feuilles",12,"T3",0
"604","erAdv","Epinard","Feuilles",12,"T3",0
"605","dAdv","Epinard","Feuilles",12,"T3",0
"606","maxAdv","Epinard","Feuilles",12,"T3",0
"607","dmin","Epinard","Feuilles",12,"T3",0.25514733
"608","dmax","Epinard","Feuilles",12,"T3",0.5560305
"609","EL","Epinard","Feuilles",12,"T3",19.6
"610","TrT","Epinard","Feuilles",12,"T3",1
"611","Trint","Epinard","Feuilles",12,"T3",0.03
"612","PDT","Epinard","Feuilles",12,"T3",6.015
"613","IPD","Epinard","Feuilles",12,"T3",0.0030497254251603
"614","pdmax","Epinard","Feuilles",12,"T3",0.8
"615","pdmin","Epinard","Feuilles",12,"T3",0
"616","RDM","Epinard","Feuilles",12,"T3",0.151
"617","CVDD","Epinard","Feuilles",12,"T3",0.15
"618","TMD","Epinard","Feuilles",12,"T3",265.710150499455
"619","GDs","Epinard","Feuilles",12,"T3",400
"620","SGC","Epinard","Feuilles",12,"T3",0.9
"621","LDC","Epinard","Feuilles",12,"T3",5000
"622","erSem","Epinard","Feuilles",13,"T3",0.12752
"623","dSem","Epinard","Feuilles",13,"T3",1
"624","maxSem","Epinard","Feuilles",13,"T3",1
"625","ageAdv","Epinard","Feuilles",13,"T3",0
"626","distAdv","Epinard","Feuilles",13,"T3",0
"627","erAdv","Epinard","Feuilles",13,"T3",0
"628","dAdv","Epinard","Feuilles",13,"T3",0
"629","maxAdv","Epinard","Feuilles",13,"T3",0
"630","dmin","Epinard","Feuilles",13,"T3",0.30386088
"631","dmax","Epinard","Feuilles",13,"T3",0.6649075
"632","EL","Epinard","Feuilles",13,"T3",19.6
"633","TrT","Epinard","Feuilles",13,"T3",1
"634","Trint","Epinard","Feuilles",13,"T3",0.03
"635","PDT","Epinard","Feuilles",13,"T3",6.015
"636","IPD","Epinard","Feuilles",13,"T3",6.48810955106673
"637","pdmax","Epinard","Feuilles",13,"T3",0.8
"638","pdmin","Epinard","Feuilles",13,"T3",0
"639","RDM","Epinard","Feuilles",13,"T3",0.151
"640","CVDD","Epinard","Feuilles",13,"T3",0.15
"641","TMD","Epinard","Feuilles",13,"T3",438.277549189198
"642","GDs","Epinard","Feuilles",13,"T3",400
"643","SGC","Epinard","Feuilles",13,"T3",0.9
"644","LDC","Epinard","Feuilles",13,"T3",5000
"645","erSem","Epinard","Feuilles",14,"T3",0.12752
"646","dSem","Epinard","Feuilles",14,"T3",1
"647","maxSem","Epinard","Feuilles",14,"T3",1
"648","ageAdv","Epinard","Feuilles",14,"T3",0
"649","distAdv","Epinard","Feuilles",14,"T3",0
"650","erAdv","Epinard","Feuilles",14,"T3",0
"651","dAdv","Epinard","Feuilles",14,"T3",0
"652","maxAdv","Epinard","Feuilles",14,"T3",0
"653","dmin","Epinard","Feuilles",14,"T3",0.277559592
"654","dmax","Epinard","Feuilles",14,"T3",0.58740704
"655","EL","Epinard","Feuilles",14,"T3",19.6
"656","TrT","Epinard","Feuilles",14,"T3",1
"657","Trint","Epinard","Feuilles",14,"T3",0.03
"658","PDT","Epinard","Feuilles",14,"T3",6.015
"659","IPD","Epinard","Feuilles",14,"T3",7.15014922619351
"660","pdmax","Epinard","Feuilles",14,"T3",0.8
"661","pdmin","Epinard","Feuilles",14,"T3",0
"662","RDM","Epinard","Feuilles",14,"T3",0.151
"663","CVDD","Epinard","Feuilles",14,"T3",0.15
"664","TMD","Epinard","Feuilles",14,"T3",161.273506274063
"665","GDs","Epinard","Feuilles",14,"T3",400
"666","SGC","Epinard","Feuilles",14,"T3",0.9
"667","LDC","Epinard","Feuilles",14,"T3",5000
"668","erSem","Epinard","Feuilles",15,"T3",0.12752
"669","dSem","Epinard","Feuilles",15,"T3",1
"670","maxSem","Epinard","Feuilles",15,"T3",1
"671","ageAdv","Epinard","Feuilles",15,"T3",0
"672","distAdv","Epinard","Feuilles",15,"T3",0
"673","erAdv","Epinard","Feuilles",15,"T3",0
"674","dAdv","Epinard","Feuilles",15,"T3",0
"675","maxAdv","Epinard","Feuilles",15,"T3",0
"676","dmin","Epinard","Feuilles",15,"T3",0.311160025
"677","dmax","Epinard","Feuilles",15,"T3",0.84619616
"678","EL","Epinard","Feuilles",15,"T3",19.6
"679","TrT","Epinard","Feuilles",15,"T3",1
"680","Trint","Epinard","Feuilles",15,"T3",0.03
"681","PDT","Epinard","Feuilles",15,"T3",6.015
"682","IPD","Epinard","Feuilles",15,"T3",8.90559778915329
"683","pdmax","Epinard","Feuilles",15,"T3",0.8
"684","pdmin","Epinard","Feuilles",15,"T3",0
"685","RDM","Epinard","Feuilles",15,"T3",0.151
"686","CVDD","Epinard","Feuilles",15,"T3",0.15
"687","TMD","Epinard","Feuilles",15,"T3",65.3010886969312
"688","GDs","Epinard","Feuilles",15,"T3",400
"689","SGC","Epinard","Feuilles",15,"T3",0.9
"690","LDC","Epinard","Feuilles",15,"T3",5000
"691","erSem","Epinard","Labour",1,"T1",0.12752
"692","dSem","Epinard","Labour",1,"T1",1
"693","maxSem","Epinard","Labour",1,"T1",1
"694","ageAdv","Epinard","Labour",1,"T1",0
"695","distAdv","Epinard","Labour",1,"T1",0
"696","erAdv","Epinard","Labour",1,"T1",0
"697","dAdv","Epinard","Labour",1,"T1",0
"698","maxAdv","Epinard","Labour",1,"T1",0
"699","dmin","Epinard","Labour",1,"T1",0.314706959
"700","dmax","Epinard","Labour",1,"T1",0.493819596
"701","EL","Epinard","Labour",1,"T1",19.6
"702","TrT","Epinard","Labour",1,"T1",1
"703","Trint","Epinard","Labour",1,"T1",0.03
"704","PDT","Epinard","Labour",1,"T1",6.015
"705","IPD","Epinard","Labour",1,"T1",0.10981905499042
"706","pdmax","Epinard","Labour",1,"T1",0.8
"707","pdmin","Epinard","Labour",1,"T1",0
"708","RDM","Epinard","Labour",1,"T1",0.151
"709","CVDD","Epinard","Labour",1,"T1",0.15
"710","TMD","Epinard","Labour",1,"T1",1.64753896180783
"711","GDs","Epinard","Labour",1,"T1",400
"712","SGC","Epinard","Labour",1,"T1",0.9
"713","LDC","Epinard","Labour",1,"T1",5000
"714","erSem","Epinard","Labour",2,"T1",0.12752
"715","dSem","Epinard","Labour",2,"T1",1
"716","maxSem","Epinard","Labour",2,"T1",1
"717","ageAdv","Epinard","Labour",2,"T1",0
"718","distAdv","Epinard","Labour",2,"T1",0
"719","erAdv","Epinard","Labour",2,"T1",0
"720","dAdv","Epinard","Labour",2,"T1",0
"721","maxAdv","Epinard","Labour",2,"T1",0
"722","dmin","Epinard","Labour",2,"T1",0.383259061
"723","dmax","Epinard","Labour",2,"T1",0.569428768
"724","EL","Epinard","Labour",2,"T1",19.6
"725","TrT","Epinard","Labour",2,"T1",1
"726","Trint","Epinard","Labour",2,"T1",0.03
"727","PDT","Epinard","Labour",2,"T1",6.015
"728","IPD","Epinard","Labour",2,"T1",8.87409018002188
"729","pdmax","Epinard","Labour",2,"T1",0.8
"730","pdmin","Epinard","Labour",2,"T1",0
"731","RDM","Epinard","Labour",2,"T1",0.151
"732","CVDD","Epinard","Labour",2,"T1",0.15
"733","TMD","Epinard","Labour",2,"T1",1.42381683981434
"734","GDs","Epinard","Labour",2,"T1",400
"735","SGC","Epinard","Labour",2,"T1",0.9
"736","LDC","Epinard","Labour",2,"T1",5000
"737","erSem","Epinard","Labour",3,"T1",0.12752
"738","dSem","Epinard","Labour",3,"T1",1
"739","maxSem","Epinard","Labour",3,"T1",1
"740","ageAdv","Epinard","Labour",3,"T1",0
"741","distAdv","Epinard","Labour",3,"T1",0
"742","erAdv","Epinard","Labour",3,"T1",0
"743","dAdv","Epinard","Labour",3,"T1",0
"744","maxAdv","Epinard","Labour",3,"T1",0
"745","dmin","Epinard","Labour",3,"T1",0.330724544
"746","dmax","Epinard","Labour",3,"T1",0.455826762
"747","EL","Epinard","Labour",3,"T1",19.6
"748","TrT","Epinard","Labour",3,"T1",1
"749","Trint","Epinard","Labour",3,"T1",0.03
"750","PDT","Epinard","Labour",3,"T1",6.015
"751","IPD","Epinard","Labour",3,"T1",1.80937553263492
"752","pdmax","Epinard","Labour",3,"T1",0.8
"753","pdmin","Epinard","Labour",3,"T1",0
"754","RDM","Epinard","Labour",3,"T1",0.151
"755","CVDD","Epinard","Labour",3,"T1",0.15
"756","TMD","Epinard","Labour",3,"T1",2.30102771717109
"757","GDs","Epinard","Labour",3,"T1",400
"758","SGC","Epinard","Labour",3,"T1",0.9
"759","LDC","Epinard","Labour",3,"T1",5000
"760","erSem","Epinard","Labour",4,"T1",0.12752
"761","dSem","Epinard","Labour",4,"T1",1
"762","maxSem","Epinard","Labour",4,"T1",1
"763","ageAdv","Epinard","Labour",4,"T1",0
"764","distAdv","Epinard","Labour",4,"T1",0
"765","erAdv","Epinard","Labour",4,"T1",0
"766","dAdv","Epinard","Labour",4,"T1",0
"767","maxAdv","Epinard","Labour",4,"T1",0
"768","dmin","Epinard","Labour",4,"T1",0.344076521
"769","dmax","Epinard","Labour",4,"T1",0.624239072
"770","EL","Epinard","Labour",4,"T1",19.6
"771","TrT","Epinard","Labour",4,"T1",1
"772","Trint","Epinard","Labour",4,"T1",0.03
"773","PDT","Epinard","Labour",4,"T1",6.015
"774","IPD","Epinard","Labour",4,"T1",6.7208716615683
"775","pdmax","Epinard","Labour",4,"T1",0.8
"776","pdmin","Epinard","Labour",4,"T1",0
"777","RDM","Epinard","Labour",4,"T1",0.151
"778","CVDD","Epinard","Labour",4,"T1",0.15
"779","TMD","Epinard","Labour",4,"T1",3.2767687457863
"780","GDs","Epinard","Labour",4,"T1",400
"781","SGC","Epinard","Labour",4,"T1",0.9
"782","LDC","Epinard","Labour",4,"T1",5000
"783","erSem","Epinard","Labour",5,"T1",0.12752
"784","dSem","Epinard","Labour",5,"T1",1
"785","maxSem","Epinard","Labour",5,"T1",1
"786","ageAdv","Epinard","Labour",5,"T1",0
"787","distAdv","Epinard","Labour",5,"T1",0
"788","erAdv","Epinard","Labour",5,"T1",0
"789","dAdv","Epinard","Labour",5,"T1",0
"790","maxAdv","Epinard","Labour",5,"T1",0
"791","dmin","Epinard","Labour",5,"T1",0.304292114
"792","dmax","Epinard","Labour",5,"T1",0.46913689
"793","EL","Epinard","Labour",5,"T1",19.6
"794","TrT","Epinard","Labour",5,"T1",1
"795","Trint","Epinard","Labour",5,"T1",0.03
"796","PDT","Epinard","Labour",5,"T1",6.015
"797","IPD","Epinard","Labour",5,"T1",4.61973129924224
"798","pdmax","Epinard","Labour",5,"T1",0.8
"799","pdmin","Epinard","Labour",5,"T1",0
"800","RDM","Epinard","Labour",5,"T1",0.151
"801","CVDD","Epinard","Labour",5,"T1",0.15
"802","TMD","Epinard","Labour",5,"T1",3.25738311507463
"803","GDs","Epinard","Labour",5,"T1",400
"804","SGC","Epinard","Labour",5,"T1",0.9
"805","LDC","Epinard","Labour",5,"T1",5000
"806","erSem","Epinard","Labour",6,"T2",0.12752
"807","dSem","Epinard","Labour",6,"T2",1
"808","maxSem","Epinard","Labour",6,"T2",1
"809","ageAdv","Epinard","Labour",6,"T2",0
"810","distAdv","Epinard","Labour",6,"T2",0
"811","erAdv","Epinard","Labour",6,"T2",0
"812","dAdv","Epinard","Labour",6,"T2",0
"813","maxAdv","Epinard","Labour",6,"T2",0
"814","dmin","Epinard","Labour",6,"T2",0.274299944
"815","dmax","Epinard","Labour",6,"T2",0.520108976
"816","EL","Epinard","Labour",6,"T2",19.6
"817","TrT","Epinard","Labour",6,"T2",1
"818","Trint","Epinard","Labour",6,"T2",0.03
"819","PDT","Epinard","Labour",6,"T2",6.015
"820","IPD","Epinard","Labour",6,"T2",3.16247623749327
"821","pdmax","Epinard","Labour",6,"T2",0.8
"822","pdmin","Epinard","Labour",6,"T2",0
"823","RDM","Epinard","Labour",6,"T2",0.151
"824","CVDD","Epinard","Labour",6,"T2",0.15
"825","TMD","Epinard","Labour",6,"T2",83.2558613488365
"826","GDs","Epinard","Labour",6,"T2",400
"827","SGC","Epinard","Labour",6,"T2",0.9
"828","LDC","Epinard","Labour",6,"T2",5000
"829","erSem","Epinard","Labour",7,"T2",0.12752
"830","dSem","Epinard","Labour",7,"T2",1
"831","maxSem","Epinard","Labour",7,"T2",1
"832","ageAdv","Epinard","Labour",7,"T2",0
"833","distAdv","Epinard","Labour",7,"T2",0
"834","erAdv","Epinard","Labour",7,"T2",0
"835","dAdv","Epinard","Labour",7,"T2",0
"836","maxAdv","Epinard","Labour",7,"T2",0
"837","dmin","Epinard","Labour",7,"T2",0.226827012
"838","dmax","Epinard","Labour",7,"T2",0.479719192
"839","EL","Epinard","Labour",7,"T2",19.6
"840","TrT","Epinard","Labour",7,"T2",1
"841","Trint","Epinard","Labour",7,"T2",0.03
"842","PDT","Epinard","Labour",7,"T2",6.015
"843","IPD","Epinard","Labour",7,"T2",6.52226273059738
"844","pdmax","Epinard","Labour",7,"T2",0.8
"845","pdmin","Epinard","Labour",7,"T2",0
"846","RDM","Epinard","Labour",7,"T2",0.151
"847","CVDD","Epinard","Labour",7,"T2",0.15
"848","TMD","Epinard","Labour",7,"T2",114.961269850273
"849","GDs","Epinard","Labour",7,"T2",400
"850","SGC","Epinard","Labour",7,"T2",0.9
"851","LDC","Epinard","Labour",7,"T2",5000
"852","erSem","Epinard","Labour",8,"T2",0.12752
"853","dSem","Epinard","Labour",8,"T2",1
"854","maxSem","Epinard","Labour",8,"T2",1
"855","ageAdv","Epinard","Labour",8,"T2",0
"856","distAdv","Epinard","Labour",8,"T2",0
"857","erAdv","Epinard","Labour",8,"T2",0
"858","dAdv","Epinard","Labour",8,"T2",0
"859","maxAdv","Epinard","Labour",8,"T2",0
"860","dmin","Epinard","Labour",8,"T2",0.275032764
"861","dmax","Epinard","Labour",8,"T2",0.548386256
"862","EL","Epinard","Labour",8,"T2",19.6
"863","TrT","Epinard","Labour",8,"T2",1
"864","Trint","Epinard","Labour",8,"T2",0.03
"865","PDT","Epinard","Labour",8,"T2",6.015
"866","IPD","Epinard","Labour",8,"T2",3.20811282428131
"867","pdmax","Epinard","Labour",8,"T2",0.8
"868","pdmin","Epinard","Labour",8,"T2",0
"869","RDM","Epinard","Labour",8,"T2",0.151
"870","CVDD","Epinard","Labour",8,"T2",0.15
"871","TMD","Epinard","Labour",8,"T2",190.472908153001
"872","GDs","Epinard","Labour",8,"T2",400
"873","SGC","Epinard","Labour",8,"T2",0.9
"874","LDC","Epinard","Labour",8,"T2",5000
"875","erSem","Epinard","Labour",9,"T2",0.12752
"876","dSem","Epinard","Labour",9,"T2",1
"877","maxSem","Epinard","Labour",9,"T2",1
"878","ageAdv","Epinard","Labour",9,"T2",0
"879","distAdv","Epinard","Labour",9,"T2",0
"880","erAdv","Epinard","Labour",9,"T2",0
"881","dAdv","Epinard","Labour",9,"T2",0
"882","maxAdv","Epinard","Labour",9,"T2",0
"883","dmin","Epinard","Labour",9,"T2",0.232601521
"884","dmax","Epinard","Labour",9,"T2",0.503495482
"885","EL","Epinard","Labour",9,"T2",19.6
"886","TrT","Epinard","Labour",9,"T2",1
"887","Trint","Epinard","Labour",9,"T2",0.03
"888","PDT","Epinard","Labour",9,"T2",6.015
"889","IPD","Epinard","Labour",9,"T2",5.92592738376677
"890","pdmax","Epinard","Labour",9,"T2",0.8
"891","pdmin","Epinard","Labour",9,"T2",0
"892","RDM","Epinard","Labour",9,"T2",0.151
"893","CVDD","Epinard","Labour",9,"T2",0.15
"894","TMD","Epinard","Labour",9,"T2",231.827789270969
"895","GDs","Epinard","Labour",9,"T2",400
"896","SGC","Epinard","Labour",9,"T2",0.9
"897","LDC","Epinard","Labour",9,"T2",5000
"898","erSem","Epinard","Labour",10,"T2",0.12752
"899","dSem","Epinard","Labour",10,"T2",1
"900","maxSem","Epinard","Labour",10,"T2",1
"901","ageAdv","Epinard","Labour",10,"T2",0
"902","distAdv","Epinard","Labour",10,"T2",0
"903","erAdv","Epinard","Labour",10,"T2",0
"904","dAdv","Epinard","Labour",10,"T2",0
"905","maxAdv","Epinard","Labour",10,"T2",0
"906","dmin","Epinard","Labour",10,"T2",0.256844603
"907","dmax","Epinard","Labour",10,"T2",0.509437134
"908","EL","Epinard","Labour",10,"T2",19.6
"909","TrT","Epinard","Labour",10,"T2",1
"910","Trint","Epinard","Labour",10,"T2",0.03
"911","PDT","Epinard","Labour",10,"T2",6.015
"912","IPD","Epinard","Labour",10,"T2",6.82793427010081
"913","pdmax","Epinard","Labour",10,"T2",0.8
"914","pdmin","Epinard","Labour",10,"T2",0
"915","RDM","Epinard","Labour",10,"T2",0.151
"916","CVDD","Epinard","Labour",10,"T2",0.15
"917","TMD","Epinard","Labour",10,"T2",128.588782892744
"918","GDs","Epinard","Labour",10,"T2",400
"919","SGC","Epinard","Labour",10,"T2",0.9
"920","LDC","Epinard","Labour",10,"T2",5000
"921","erSem","Epinard","Labour",11,"T3",0.12752
"922","dSem","Epinard","Labour",11,"T3",1
"923","maxSem","Epinard","Labour",11,"T3",1
"924","ageAdv","Epinard","Labour",11,"T3",0
"925","distAdv","Epinard","Labour",11,"T3",0
"926","erAdv","Epinard","Labour",11,"T3",0
"927","dAdv","Epinard","Labour",11,"T3",0
"928","maxAdv","Epinard","Labour",11,"T3",0
"929","dmin","Epinard","Labour",11,"T3",0.29351817
"930","dmax","Epinard","Labour",11,"T3",0.56052968
"931","EL","Epinard","Labour",11,"T3",19.6
"932","TrT","Epinard","Labour",11,"T3",1
"933","Trint","Epinard","Labour",11,"T3",0.03
"934","PDT","Epinard","Labour",11,"T3",6.015
"935","IPD","Epinard","Labour",11,"T3",5.53442799611995
"936","pdmax","Epinard","Labour",11,"T3",0.8
"937","pdmin","Epinard","Labour",11,"T3",0
"938","RDM","Epinard","Labour",11,"T3",0.151
"939","CVDD","Epinard","Labour",11,"T3",0.15
"940","TMD","Epinard","Labour",11,"T3",160.143252087867
"941","GDs","Epinard","Labour",11,"T3",400
"942","SGC","Epinard","Labour",11,"T3",0.9
"943","LDC","Epinard","Labour",11,"T3",5000
"944","erSem","Epinard","Labour",12,"T3",0.12752
"945","dSem","Epinard","Labour",12,"T3",1
"946","maxSem","Epinard","Labour",12,"T3",1
"947","ageAdv","Epinard","Labour",12,"T3",0
"948","distAdv","Epinard","Labour",12,"T3",0
"949","erAdv","Epinard","Labour",12,"T3",0
"950","dAdv","Epinard","Labour",12,"T3",0
"951","maxAdv","Epinard","Labour",12,"T3",0
"952","dmin","Epinard","Labour",12,"T3",0.29631503
"953","dmax","Epinard","Labour",12,"T3",0.6849359
"954","EL","Epinard","Labour",12,"T3",19.6
"955","TrT","Epinard","Labour",12,"T3",1
"956","Trint","Epinard","Labour",12,"T3",0.03
"957","PDT","Epinard","Labour",12,"T3",6.015
"958","IPD","Epinard","Labour",12,"T3",8.63280707000932
"959","pdmax","Epinard","Labour",12,"T3",0.8
"960","pdmin","Epinard","Labour",12,"T3",0
"961","RDM","Epinard","Labour",12,"T3",0.151
"962","CVDD","Epinard","Labour",12,"T3",0.15
"963","TMD","Epinard","Labour",12,"T3",209.746865983535
"964","GDs","Epinard","Labour",12,"T3",400
"965","SGC","Epinard","Labour",12,"T3",0.9
"966","LDC","Epinard","Labour",12,"T3",5000
"967","erSem","Epinard","Labour",13,"T3",0.12752
"968","dSem","Epinard","Labour",13,"T3",1
"969","maxSem","Epinard","Labour",13,"T3",1
"970","ageAdv","Epinard","Labour",13,"T3",0
"971","distAdv","Epinard","Labour",13,"T3",0
"972","erAdv","Epinard","Labour",13,"T3",0
"973","dAdv","Epinard","Labour",13,"T3",0
"974","maxAdv","Epinard","Labour",13,"T3",0
"975","dmin","Epinard","Labour",13,"T3",0.294944472
"976","dmax","Epinard","Labour",13,"T3",0.584956692
"977","EL","Epinard","Labour",13,"T3",19.6
"978","TrT","Epinard","Labour",13,"T3",1
"979","Trint","Epinard","Labour",13,"T3",0.03
"980","PDT","Epinard","Labour",13,"T3",6.015
"981","IPD","Epinard","Labour",13,"T3",4.53978869312919
"982","pdmax","Epinard","Labour",13,"T3",0.8
"983","pdmin","Epinard","Labour",13,"T3",0
"984","RDM","Epinard","Labour",13,"T3",0.151
"985","CVDD","Epinard","Labour",13,"T3",0.15
"986","TMD","Epinard","Labour",13,"T3",288.528994486768
"987","GDs","Epinard","Labour",13,"T3",400
"988","SGC","Epinard","Labour",13,"T3",0.9
"989","LDC","Epinard","Labour",13,"T3",5000
"990","erSem","Epinard","Labour",14,"T3",0.12752
"991","dSem","Epinard","Labour",14,"T3",1
"992","maxSem","Epinard","Labour",14,"T3",1
"993","ageAdv","Epinard","Labour",14,"T3",0
"994","distAdv","Epinard","Labour",14,"T3",0
"995","erAdv","Epinard","Labour",14,"T3",0
"996","dAdv","Epinard","Labour",14,"T3",0
"997","maxAdv","Epinard","Labour",14,"T3",0
"998","dmin","Epinard","Labour",14,"T3",0.318100314
"999","dmax","Epinard","Labour",14,"T3",0.79060376
"1000","EL","Epinard","Labour",14,"T3",19.6
"1001","TrT","Epinard","Labour",14,"T3",1
"1002","Trint","Epinard","Labour",14,"T3",0.03
"1003","PDT","Epinard","Labour",14,"T3",6.015
"1004","IPD","Epinard","Labour",14,"T3",3.55296341493118
"1005","pdmax","Epinard","Labour",14,"T3",0.8
"1006","pdmin","Epinard","Labour",14,"T3",0
"1007","RDM","Epinard","Labour",14,"T3",0.151
"1008","CVDD","Epinard","Labour",14,"T3",0.15
"1009","TMD","Epinard","Labour",14,"T3",174.600990963617
"1010","GDs","Epinard","Labour",14,"T3",400
"1011","SGC","Epinard","Labour",14,"T3",0.9
"1012","LDC","Epinard","Labour",14,"T3",5000
"1013","erSem","Epinard","Labour",15,"T3",0.12752
"1014","dSem","Epinard","Labour",15,"T3",1
"1015","maxSem","Epinard","Labour",15,"T3",1
"1016","ageAdv","Epinard","Labour",15,"T3",0
"1017","distAdv","Epinard","Labour",15,"T3",0
"1018","erAdv","Epinard","Labour",15,"T3",0
"1019","dAdv","Epinard","Labour",15,"T3",0
"1020","maxAdv","Epinard","Labour",15,"T3",0
"1021","dmin","Epinard","Labour",15,"T3",0.309403859
"1022","dmax","Epinard","Labour",15,"T3",0.69156042
"1023","EL","Epinard","Labour",15,"T3",19.6
"1024","TrT","Epinard","Labour",15,"T3",1
"1025","Trint","Epinard","Labour",15,"T3",0.03
"1026","PDT","Epinard","Labour",15,"T3",6.015
"1027","IPD","Epinard","Labour",15,"T3",8.93245902983201
"1028","pdmax","Epinard","Labour",15,"T3",0.8
"1029","pdmin","Epinard","Labour",15,"T3",0
"1030","RDM","Epinard","Labour",15,"T3",0.151
"1031","CVDD","Epinard","Labour",15,"T3",0.15
"1032","TMD","Epinard","Labour",15,"T3",191.617655508282
"1033","GDs","Epinard","Labour",15,"T3",400
"1034","SGC","Epinard","Labour",15,"T3",0.9
"1035","LDC","Epinard","Labour",15,"T3",5000
"1036","erSem","Epinard","Paille",1,"T1",0.12752
"1037","dSem","Epinard","Paille",1,"T1",1
"1038","maxSem","Epinard","Paille",1,"T1",1
"1039","ageAdv","Epinard","Paille",1,"T1",0
"1040","distAdv","Epinard","Paille",1,"T1",0
"1041","erAdv","Epinard","Paille",1,"T1",0
"1042","dAdv","Epinard","Paille",1,"T1",0
