"","Parameter","Specie","Treatment","Plante","Time","Value"
"1552","EL","Butternut","Labour",2,"T1",19.1
"1553","TrT","Butternut","Labour",2,"T1",1
"1554","Trint","Butternut","Labour",2,"T1",0.03
"1555","PDT","Butternut","Labour",2,"T1",0.936
"1556","IPD","Butternut","Labour",2,"T1",15.6070578174434
"1557","pdmax","Butternut","Labour",2,"T1",0.8
"1558","pdmin","Butternut","Labour",2,"T1",0
"1559","RDM","Butternut","Labour",2,"T1",0.287
"1560","CVDD","Butternut","Labour",2,"T1",0.15
"1561","TMD","Butternut","Labour",2,"T1",2.06303787379336
"1562","GDs","Butternut","Labour",2,"T1",400
"1563","SGC","Butternut","Labour",2,"T1",0.9
"1564","LDC","Butternut","Labour",2,"T1",5000
"1565","erSem","Butternut","Labour",3,"T1",0.1071
"1566","dSem","Butternut","Labour",3,"T1",1
"1567","maxSem","Butternut","Labour",3,"T1",1
"1568","ageAdv","Butternut","Labour",3,"T1",0
"1569","distAdv","Butternut","Labour",3,"T1",0
"1570","erAdv","Butternut","Labour",3,"T1",0
"1571","dAdv","Butternut","Labour",3,"T1",0
"1572","maxAdv","Butternut","Labour",3,"T1",0
"1573","dmin","Butternut","Labour",3,"T1",0.37767164
"1574","dmax","Butternut","Labour",3,"T1",3.91123
"1575","EL","Butternut","Labour",3,"T1",19.1
"1576","TrT","Butternut","Labour",3,"T1",1
"1577","Trint","Butternut","Labour",3,"T1",0.03
"1578","PDT","Butternut","Labour",3,"T1",0.936
"1579","IPD","Butternut","Labour",3,"T1",14.065142560083
"1580","pdmax","Butternut","Labour",3,"T1",0.8
"1581","pdmin","Butternut","Labour",3,"T1",0
"1582","RDM","Butternut","Labour",3,"T1",0.287
"1583","CVDD","Butternut","Labour",3,"T1",0.15
"1584","TMD","Butternut","Labour",3,"T1",2.06963136010053
"1585","GDs","Butternut","Labour",3,"T1",400
"1586","SGC","Butternut","Labour",3,"T1",0.9
"1587","LDC","Butternut","Labour",3,"T1",5000
"1588","erSem","Butternut","Paille",1,"T1",0.1071
"1589","dSem","Butternut","Paille",1,"T1",1
"1590","maxSem","Butternut","Paille",1,"T1",1
"1591","ageAdv","Butternut","Paille",1,"T1",0
"1592","distAdv","Butternut","Paille",1,"T1",0
"1593","erAdv","Butternut","Paille",1,"T1",0
"1594","dAdv","Butternut","Paille",1,"T1",0
"1595","maxAdv","Butternut","Paille",1,"T1",0
"1596","dmin","Butternut","Paille",1,"T1",0.42618496
"1597","dmax","Butternut","Paille",1,"T1",3.60212196
"1598","EL","Butternut","Paille",1,"T1",19.1
"1599","TrT","Butternut","Paille",1,"T1",1
"1600","Trint","Butternut","Paille",1,"T1",0.03
"1601","PDT","Butternut","Paille",1,"T1",0.936
"1602","IPD","Butternut","Paille",1,"T1",19.3983008530393
"1603","pdmax","Butternut","Paille",1,"T1",0.8
"1604","pdmin","Butternut","Paille",1,"T1",0
"1605","RDM","Butternut","Paille",1,"T1",0.287
"1606","CVDD","Butternut","Paille",1,"T1",0.15
"1607","TMD","Butternut","Paille",1,"T1",2.05292310461336
"1608","GDs","Butternut","Paille",1,"T1",400
"1609","SGC","Butternut","Paille",1,"T1",0.9
"1610","LDC","Butternut","Paille",1,"T1",5000
"1611","erSem","Butternut","Paille",2,"T1",0.1071
"1612","dSem","Butternut","Paille",2,"T1",1
"1613","maxSem","Butternut","Paille",2,"T1",1
"1614","ageAdv","Butternut","Paille",2,"T1",0
"1615","distAdv","Butternut","Paille",2,"T1",0
"1616","erAdv","Butternut","Paille",2,"T1",0
"1617","dAdv","Butternut","Paille",2,"T1",0
"1618","maxAdv","Butternut","Paille",2,"T1",0
"1619","dmin","Butternut","Paille",2,"T1",0.62754033
"1620","dmax","Butternut","Paille",2,"T1",2.88375
"1621","EL","Butternut","Paille",2,"T1",19.1
"1622","TrT","Butternut","Paille",2,"T1",1
"1623","Trint","Butternut","Paille",2,"T1",0.03
"1624","PDT","Butternut","Paille",2,"T1",0.936
"1625","IPD","Butternut","Paille",2,"T1",5.15125030310279
"1626","pdmax","Butternut","Paille",2,"T1",0.8
"1627","pdmin","Butternut","Paille",2,"T1",0
"1628","RDM","Butternut","Paille",2,"T1",0.287
"1629","CVDD","Butternut","Paille",2,"T1",0.15
"1630","TMD","Butternut","Paille",2,"T1",1.86987896757586
"1631","GDs","Butternut","Paille",2,"T1",400
"1632","SGC","Butternut","Paille",2,"T1",0.9
"1633","LDC","Butternut","Paille",2,"T1",5000
"1634","erSem","Butternut","Paille",3,"T1",0.1071
"1635","dSem","Butternut","Paille",3,"T1",1
"1636","maxSem","Butternut","Paille",3,"T1",1
"1637","ageAdv","Butternut","Paille",3,"T1",0
"1638","distAdv","Butternut","Paille",3,"T1",0
"1639","erAdv","Butternut","Paille",3,"T1",0
"1640","dAdv","Butternut","Paille",3,"T1",0
"1641","maxAdv","Butternut","Paille",3,"T1",0
"1642","dmin","Butternut","Paille",3,"T1",0.502509982
"1643","dmax","Butternut","Paille",3,"T1",3.85618144
"1644","EL","Butternut","Paille",3,"T1",19.1
"1645","TrT","Butternut","Paille",3,"T1",1
"1646","Trint","Butternut","Paille",3,"T1",0.03
"1647","PDT","Butternut","Paille",3,"T1",0.936
"1648","IPD","Butternut","Paille",3,"T1",6.52353197287266
"1649","pdmax","Butternut","Paille",3,"T1",0.8
"1650","pdmin","Butternut","Paille",3,"T1",0
"1651","RDM","Butternut","Paille",3,"T1",0.287
"1652","CVDD","Butternut","Paille",3,"T1",0.15
"1653","TMD","Butternut","Paille",3,"T1",1.33620350527087
"1654","GDs","Butternut","Paille",3,"T1",400
"1655","SGC","Butternut","Paille",3,"T1",0.9
"1656","LDC","Butternut","Paille",3,"T1",5000
"1657","erSem","Potimarron","Bache",1,"T1",0.1071
"1658","dSem","Potimarron","Bache",1,"T1",1
"1659","maxSem","Potimarron","Bache",1,"T1",1
"1660","ageAdv","Potimarron","Bache",1,"T1",0
"1661","distAdv","Potimarron","Bache",1,"T1",0
"1662","erAdv","Potimarron","Bache",1,"T1",0
"1663","dAdv","Potimarron","Bache",1,"T1",0
"1664","maxAdv","Potimarron","Bache",1,"T1",0
"1665","dmin","Potimarron","Bache",1,"T1",0.337757286
"1666","dmax","Potimarron","Bache",1,"T1",2.41023136
"1667","EL","Potimarron","Bache",1,"T1",16.641
"1668","TrT","Potimarron","Bache",1,"T1",1
"1669","Trint","Potimarron","Bache",1,"T1",0.03
"1670","PDT","Potimarron","Bache",1,"T1",0.936
"1671","IPD","Potimarron","Bache",1,"T1",13.6956916919382
"1672","pdmax","Potimarron","Bache",1,"T1",0.8
"1673","pdmin","Potimarron","Bache",1,"T1",0
"1674","RDM","Potimarron","Bache",1,"T1",0.233
"1675","CVDD","Potimarron","Bache",1,"T1",0.15
"1676","TMD","Potimarron","Bache",1,"T1",5.68388540702907
"1677","GDs","Potimarron","Bache",1,"T1",400
"1678","SGC","Potimarron","Bache",1,"T1",0.9
"1679","LDC","Potimarron","Bache",1,"T1",5000
"1680","erSem","Potimarron","Bache",2,"T1",0.1071
"1681","dSem","Potimarron","Bache",2,"T1",1
"1682","maxSem","Potimarron","Bache",2,"T1",1
"1683","ageAdv","Potimarron","Bache",2,"T1",0
"1684","distAdv","Potimarron","Bache",2,"T1",0
"1685","erAdv","Potimarron","Bache",2,"T1",0
"1686","dAdv","Potimarron","Bache",2,"T1",0
"1687","maxAdv","Potimarron","Bache",2,"T1",0
"1688","dmin","Potimarron","Bache",2,"T1",0.30895035
"1689","dmax","Potimarron","Bache",2,"T1",2.02317566
"1690","EL","Potimarron","Bache",2,"T1",16.641
"1691","TrT","Potimarron","Bache",2,"T1",1
"1692","Trint","Potimarron","Bache",2,"T1",0.03
"1693","PDT","Potimarron","Bache",2,"T1",0.936
"1694","IPD","Potimarron","Bache",2,"T1",16.0275153202692
"1695","pdmax","Potimarron","Bache",2,"T1",0.8
"1696","pdmin","Potimarron","Bache",2,"T1",0
"1697","RDM","Potimarron","Bache",2,"T1",0.233
"1698","CVDD","Potimarron","Bache",2,"T1",0.15
"1699","TMD","Potimarron","Bache",2,"T1",6.86037923338543
"1700","GDs","Potimarron","Bache",2,"T1",400
"1701","SGC","Potimarron","Bache",2,"T1",0.9
"1702","LDC","Potimarron","Bache",2,"T1",5000
"1703","erSem","Potimarron","Bache",3,"T1",0.1071
"1704","dSem","Potimarron","Bache",3,"T1",1
"1705","maxSem","Potimarron","Bache",3,"T1",1
"1706","ageAdv","Potimarron","Bache",3,"T1",0
"1707","distAdv","Potimarron","Bache",3,"T1",0
"1708","erAdv","Potimarron","Bache",3,"T1",0
"1709","dAdv","Potimarron","Bache",3,"T1",0
"1710","maxAdv","Potimarron","Bache",3,"T1",0
"1711","dmin","Potimarron","Bache",3,"T1",0.216815531
"1712","dmax","Potimarron","Bache",3,"T1",1.165590696
"1713","EL","Potimarron","Bache",3,"T1",16.641
"1714","TrT","Potimarron","Bache",3,"T1",1
"1715","Trint","Potimarron","Bache",3,"T1",0.03
"1716","PDT","Potimarron","Bache",3,"T1",0.936
"1717","IPD","Potimarron","Bache",3,"T1",9.37913191794688
"1718","pdmax","Potimarron","Bache",3,"T1",0.8
"1719","pdmin","Potimarron","Bache",3,"T1",0
"1720","RDM","Potimarron","Bache",3,"T1",0.233
"1721","CVDD","Potimarron","Bache",3,"T1",0.15
"1722","TMD","Potimarron","Bache",3,"T1",15.4240569316438
"1723","GDs","Potimarron","Bache",3,"T1",400
"1724","SGC","Potimarron","Bache",3,"T1",0.9
"1725","LDC","Potimarron","Bache",3,"T1",5000
"1726","erSem","Potimarron","Feuilles",1,"T1",0.1071
"1727","dSem","Potimarron","Feuilles",1,"T1",1
"1728","maxSem","Potimarron","Feuilles",1,"T1",1
"1729","ageAdv","Potimarron","Feuilles",1,"T1",0
"1730","distAdv","Potimarron","Feuilles",1,"T1",0
"1731","erAdv","Potimarron","Feuilles",1,"T1",0
"1732","dAdv","Potimarron","Feuilles",1,"T1",0
"1733","maxAdv","Potimarron","Feuilles",1,"T1",0
"1734","dmin","Potimarron","Feuilles",1,"T1",0.473927085
"1735","dmax","Potimarron","Feuilles",1,"T1",1.38376616
"1736","EL","Potimarron","Feuilles",1,"T1",16.641
"1737","TrT","Potimarron","Feuilles",1,"T1",1
"1738","Trint","Potimarron","Feuilles",1,"T1",0.03
"1739","PDT","Potimarron","Feuilles",1,"T1",0.936
"1740","IPD","Potimarron","Feuilles",1,"T1",9.31024405222041
"1741","pdmax","Potimarron","Feuilles",1,"T1",0.8
"1742","pdmin","Potimarron","Feuilles",1,"T1",0
"1743","RDM","Potimarron","Feuilles",1,"T1",0.233
"1744","CVDD","Potimarron","Feuilles",1,"T1",0.15
"1745","TMD","Potimarron","Feuilles",1,"T1",8.23385270390746
"1746","GDs","Potimarron","Feuilles",1,"T1",400
"1747","SGC","Potimarron","Feuilles",1,"T1",0.9
"1748","LDC","Potimarron","Feuilles",1,"T1",5000
"1749","erSem","Potimarron","Feuilles",2,"T1",0.1071
"1750","dSem","Potimarron","Feuilles",2,"T1",1
"1751","maxSem","Potimarron","Feuilles",2,"T1",1
"1752","ageAdv","Potimarron","Feuilles",2,"T1",0
"1753","distAdv","Potimarron","Feuilles",2,"T1",0
"1754","erAdv","Potimarron","Feuilles",2,"T1",0
"1755","dAdv","Potimarron","Feuilles",2,"T1",0
"1756","maxAdv","Potimarron","Feuilles",2,"T1",0
"1757","dmin","Potimarron","Feuilles",2,"T1",0.27711926
"1758","dmax","Potimarron","Feuilles",2,"T1",1.0333679
"1759","EL","Potimarron","Feuilles",2,"T1",16.641
"1760","TrT","Potimarron","Feuilles",2,"T1",1
"1761","Trint","Potimarron","Feuilles",2,"T1",0.03
"1762","PDT","Potimarron","Feuilles",2,"T1",0.936
"1763","IPD","Potimarron","Feuilles",2,"T1",3.43789496829326
"1764","pdmax","Potimarron","Feuilles",2,"T1",0.8
"1765","pdmin","Potimarron","Feuilles",2,"T1",0
"1766","RDM","Potimarron","Feuilles",2,"T1",0.233
"1767","CVDD","Potimarron","Feuilles",2,"T1",0.15
"1768","TMD","Potimarron","Feuilles",2,"T1",10.2909670405542
"1769","GDs","Potimarron","Feuilles",2,"T1",400
"1770","SGC","Potimarron","Feuilles",2,"T1",0.9
"1771","LDC","Potimarron","Feuilles",2,"T1",5000
"1772","erSem","Potimarron","Feuilles",3,"T1",0.1071
"1773","dSem","Potimarron","Feuilles",3,"T1",1
"1774","maxSem","Potimarron","Feuilles",3,"T1",1
"1775","ageAdv","Potimarron","Feuilles",3,"T1",0
"1776","distAdv","Potimarron","Feuilles",3,"T1",0
"1777","erAdv","Potimarron","Feuilles",3,"T1",0
"1778","dAdv","Potimarron","Feuilles",3,"T1",0
"1779","maxAdv","Potimarron","Feuilles",3,"T1",0
"1780","dmin","Potimarron","Feuilles",3,"T1",0.554024116
"1781","dmax","Potimarron","Feuilles",3,"T1",2.74246454
"1782","EL","Potimarron","Feuilles",3,"T1",16.641
"1783","TrT","Potimarron","Feuilles",3,"T1",1
"1784","Trint","Potimarron","Feuilles",3,"T1",0.03
"1785","PDT","Potimarron","Feuilles",3,"T1",0.936
"1786","IPD","Potimarron","Feuilles",3,"T1",0.813786936088214
"1787","pdmax","Potimarron","Feuilles",3,"T1",0.8
"1788","pdmin","Potimarron","Feuilles",3,"T1",0
"1789","RDM","Potimarron","Feuilles",3,"T1",0.233
"1790","CVDD","Potimarron","Feuilles",3,"T1",0.15
"1791","TMD","Potimarron","Feuilles",3,"T1",7.43279733310288
"1792","GDs","Potimarron","Feuilles",3,"T1",400
"1793","SGC","Potimarron","Feuilles",3,"T1",0.9
"1794","LDC","Potimarron","Feuilles",3,"T1",5000
"1795","erSem","Potimarron","Labour",1,"T1",0.1071
"1796","dSem","Potimarron","Labour",1,"T1",1
"1797","maxSem","Potimarron","Labour",1,"T1",1
"1798","ageAdv","Potimarron","Labour",1,"T1",0
"1799","distAdv","Potimarron","Labour",1,"T1",0
"1800","erAdv","Potimarron","Labour",1,"T1",0
"1801","dAdv","Potimarron","Labour",1,"T1",0
"1802","maxAdv","Potimarron","Labour",1,"T1",0
"1803","dmin","Potimarron","Labour",1,"T1",0.302452836
"1804","dmax","Potimarron","Labour",1,"T1",1.02322904
"1805","EL","Potimarron","Labour",1,"T1",16.641
"1806","TrT","Potimarron","Labour",1,"T1",1
"1807","Trint","Potimarron","Labour",1,"T1",0.03
"1808","PDT","Potimarron","Labour",1,"T1",0.936
"1809","IPD","Potimarron","Labour",1,"T1",9.38932720681512
"1810","pdmax","Potimarron","Labour",1,"T1",0.8
"1811","pdmin","Potimarron","Labour",1,"T1",0
"1812","RDM","Potimarron","Labour",1,"T1",0.233
"1813","CVDD","Potimarron","Labour",1,"T1",0.15
"1814","TMD","Potimarron","Labour",1,"T1",14.7554044309424
"1815","GDs","Potimarron","Labour",1,"T1",400
"1816","SGC","Potimarron","Labour",1,"T1",0.9
"1817","LDC","Potimarron","Labour",1,"T1",5000
"1818","erSem","Potimarron","Labour",2,"T1",0.1071
"1819","dSem","Potimarron","Labour",2,"T1",1
"1820","maxSem","Potimarron","Labour",2,"T1",1
"1821","ageAdv","Potimarron","Labour",2,"T1",0
"1822","distAdv","Potimarron","Labour",2,"T1",0
"1823","erAdv","Potimarron","Labour",2,"T1",0
"1824","dAdv","Potimarron","Labour",2,"T1",0
"1825","maxAdv","Potimarron","Labour",2,"T1",0
"1826","dmin","Potimarron","Labour",2,"T1",0.36328888
"1827","dmax","Potimarron","Labour",2,"T1",2.63521712
"1828","EL","Potimarron","Labour",2,"T1",16.641
"1829","TrT","Potimarron","Labour",2,"T1",1
"1830","Trint","Potimarron","Labour",2,"T1",0.03
"1831","PDT","Potimarron","Labour",2,"T1",0.936
"1832","IPD","Potimarron","Labour",2,"T1",2.30688714640603
"1833","pdmax","Potimarron","Labour",2,"T1",0.8
"1834","pdmin","Potimarron","Labour",2,"T1",0
"1835","RDM","Potimarron","Labour",2,"T1",0.233
"1836","CVDD","Potimarron","Labour",2,"T1",0.15
"1837","TMD","Potimarron","Labour",2,"T1",1.24644266285769
"1838","GDs","Potimarron","Labour",2,"T1",400
"1839","SGC","Potimarron","Labour",2,"T1",0.9
"1840","LDC","Potimarron","Labour",2,"T1",5000
"1841","erSem","Potimarron","Labour",3,"T1",0.1071
"1842","dSem","Potimarron","Labour",3,"T1",1
"1843","maxSem","Potimarron","Labour",3,"T1",1
"1844","ageAdv","Potimarron","Labour",3,"T1",0
"1845","distAdv","Potimarron","Labour",3,"T1",0
"1846","erAdv","Potimarron","Labour",3,"T1",0
"1847","dAdv","Potimarron","Labour",3,"T1",0
"1848","maxAdv","Potimarron","Labour",3,"T1",0
"1849","dmin","Potimarron","Labour",3,"T1",0.350337585
"1850","dmax","Potimarron","Labour",3,"T1",2.1885695
"1851","EL","Potimarron","Labour",3,"T1",16.641
"1852","TrT","Potimarron","Labour",3,"T1",1
"1853","Trint","Potimarron","Labour",3,"T1",0.03
"1854","PDT","Potimarron","Labour",3,"T1",0.936
"1855","IPD","Potimarron","Labour",3,"T1",11.8872458828529
"1856","pdmax","Potimarron","Labour",3,"T1",0.8
"1857","pdmin","Potimarron","Labour",3,"T1",0
"1858","RDM","Potimarron","Labour",3,"T1",0.233
"1859","CVDD","Potimarron","Labour",3,"T1",0.15
"1860","TMD","Potimarron","Labour",3,"T1",6.05713526322274
"1861","GDs","Potimarron","Labour",3,"T1",400
"1862","SGC","Potimarron","Labour",3,"T1",0.9
"1863","LDC","Potimarron","Labour",3,"T1",5000
"1864","erSem","Potimarron","Temoin",1,"T1",0.1071
"1865","dSem","Potimarron","Temoin",1,"T1",1
"1866","maxSem","Potimarron","Temoin",1,"T1",1
"1867","ageAdv","Potimarron","Temoin",1,"T1",0
"1868","distAdv","Potimarron","Temoin",1,"T1",0
"1869","erAdv","Potimarron","Temoin",1,"T1",0
"1870","dAdv","Potimarron","Temoin",1,"T1",0
"1871","maxAdv","Potimarron","Temoin",1,"T1",0
"1872","dmin","Potimarron","Temoin",1,"T1",0.232542704
"1873","dmax","Potimarron","Temoin",1,"T1",0.5635298
"1874","EL","Potimarron","Temoin",1,"T1",16.641
"1875","TrT","Potimarron","Temoin",1,"T1",1
"1876","Trint","Potimarron","Temoin",1,"T1",0.03
"1877","PDT","Potimarron","Temoin",1,"T1",0.936
"1878","IPD","Potimarron","Temoin",1,"T1",1.63670810875918
"1879","pdmax","Potimarron","Temoin",1,"T1",0.8
"1880","pdmin","Potimarron","Temoin",1,"T1",0
"1881","RDM","Potimarron","Temoin",1,"T1",0.233
"1882","CVDD","Potimarron","Temoin",1,"T1",0.15
"1883","TMD","Potimarron","Temoin",1,"T1",1074.87004692279
"1884","GDs","Potimarron","Temoin",1,"T1",400
"1885","SGC","Potimarron","Temoin",1,"T1",0.9
"1886","LDC","Potimarron","Temoin",1,"T1",5000
"1887","erSem","Potimarron","Temoin",2,"T1",0.1071
"1888","dSem","Potimarron","Temoin",2,"T1",1
"1889","maxSem","Potimarron","Temoin",2,"T1",1
"1890","ageAdv","Potimarron","Temoin",2,"T1",0
"1891","distAdv","Potimarron","Temoin",2,"T1",0
"1892","erAdv","Potimarron","Temoin",2,"T1",0
"1893","dAdv","Potimarron","Temoin",2,"T1",0
"1894","maxAdv","Potimarron","Temoin",2,"T1",0
"1895","dmin","Potimarron","Temoin",2,"T1",0.264980287
"1896","dmax","Potimarron","Temoin",2,"T1",0.451898226
"1897","EL","Potimarron","Temoin",2,"T1",16.641
"1898","TrT","Potimarron","Temoin",2,"T1",1
"1899","Trint","Potimarron","Temoin",2,"T1",0.03
"1900","PDT","Potimarron","Temoin",2,"T1",0.936
"1901","IPD","Potimarron","Temoin",2,"T1",7.23016840692623
"1902","pdmax","Potimarron","Temoin",2,"T1",0.8
"1903","pdmin","Potimarron","Temoin",2,"T1",0
"1904","RDM","Potimarron","Temoin",2,"T1",0.233
"1905","CVDD","Potimarron","Temoin",2,"T1",0.15
"1906","TMD","Potimarron","Temoin",2,"T1",204.717101062016
"1907","GDs","Potimarron","Temoin",2,"T1",400
"1908","SGC","Potimarron","Temoin",2,"T1",0.9
"1909","LDC","Potimarron","Temoin",2,"T1",5000
"1910","erSem","Potimarron","Temoin",3,"T1",0.1071
"1911","dSem","Potimarron","Temoin",3,"T1",1
"1912","maxSem","Potimarron","Temoin",3,"T1",1
"1913","ageAdv","Potimarron","Temoin",3,"T1",0
"1914","distAdv","Potimarron","Temoin",3,"T1",0
"1915","erAdv","Potimarron","Temoin",3,"T1",0
"1916","dAdv","Potimarron","Temoin",3,"T1",0
"1917","maxAdv","Potimarron","Temoin",3,"T1",0
"1918","dmin","Potimarron","Temoin",3,"T1",0.246537064
"1919","dmax","Potimarron","Temoin",3,"T1",0.90648331
"1920","EL","Potimarron","Temoin",3,"T1",16.641
"1921","TrT","Potimarron","Temoin",3,"T1",1
"1922","Trint","Potimarron","Temoin",3,"T1",0.03
"1923","PDT","Potimarron","Temoin",3,"T1",0.936
"1924","IPD","Potimarron","Temoin",3,"T1",2.69224313570614
"1925","pdmax","Potimarron","Temoin",3,"T1",0.8
"1926","pdmin","Potimarron","Temoin",3,"T1",0
"1927","RDM","Potimarron","Temoin",3,"T1",0.233
"1928","CVDD","Potimarron","Temoin",3,"T1",0.15
"1929","TMD","Potimarron","Temoin",3,"T1",235.561378440911
"1930","GDs","Potimarron","Temoin",3,"T1",400
"1931","SGC","Potimarron","Temoin",3,"T1",0.9
"1932","LDC","Potimarron","Temoin",3,"T1",5000
